Time	[X_25,1]	[X_25,2]	[X_25,3]	[X_25,4]	[X_25,5]	[X_25,6]	[X_25,7]	[X_25,8]	[X_25,9]	[X_25,10]	[X_25,11]	[X_25,12]	[X_25,13]	[X_25,14]	[X_25,15]	[X_25,16]	[X_25,17]	[X_25,18]	[X_25,19]	[X_25,20]	[X_25,21]	[X_25,22]	[X_25,23]	[X_25,24]	[X_25,25]	[X_25,26]	[X_25,27]	[X_25,28]	[X_25,29]	[X_25,30]	[X_25,31]	[X_25,32]	[X_25,33]	[X_25,34]	[X_25,35]	[X_25,36]	[X_25,37]	[X_25,38]	[X_25,39]	[X_25,40]	[X_25,41]	[X_25,42]	[X_25,43]	[X_25,44]	[X_25,45]	[X_25,46]	[X_25,47]	[X_25,48]	[X_25,49]
724.5	23.0154	24.7827	26.3528	28.5514	2.10671	3.84769	5.42166	7.05016	8.87314	11.0915	14.4499	17.5449	20.382	22.8993	25.5185	27.9829	29.8508	31.9481	34.2686	35.9862	37.5509	38.5361	40.0346	41.7173	42.8301	41.8612	40.695	38.5988	37.8354	36.0813	33.9465	31.9752	30.1334	27.9158	25.6862	23.1893	20.4006	17.6111	14.5405	11.1123	8.90546	7.08138	5.45624	3.91729	2.25589	1.17699	0.333124	35.0769	35.6031
725	23.4159	25.1821	26.6043	28.1957	3.15728	4.97668	6.69413	8.49496	10.4888	12.871	16.3816	19.6251	22.597	25.2063	27.9593	30.5363	32.4133	34.5765	37.0127	38.7463	40.3075	41.2046	42.7231	44.4947	45.652	44.6608	43.4949	41.2719	40.631	38.8465	36.6262	34.6075	32.7508	30.4581	28.164	25.5621	22.621	19.7112	16.5027	12.9021	10.5378	8.53067	6.71712	5.01991	3.22095	2.03056	1.13773	0.265161	35.5049
725.5	23.8018	25.5645	26.8686	28.2965	4.21114	6.12144	7.98081	9.94976	12.1075	14.6452	18.3032	21.6877	24.7869	27.4789	30.3629	33.0491	34.9233	37.1462	39.6976	41.4369	42.9812	43.7653	45.2897	47.1465	48.3386	47.3379	46.188	43.8371	43.3478	41.5423	39.2403	37.1818	35.3211	32.959	30.6081	27.9069	24.8169	21.796	18.4584	14.6882	12.1755	9.98958	7.98786	6.13758	4.19915	2.89151	1.91499	0.973198	0.240123
726	24.1753	25.9384	27.164	28.6019	5.26239	7.26927	9.27103	11.4047	13.72	16.406	20.2074	23.727	26.9465	29.7121	32.7235	35.5146	37.372	39.6469	42.3115	44.0427	45.5511	46.1859	47.6915	49.6224	50.8296	49.8437	48.7373	46.2621	45.9653	44.1532	41.7758	39.6881	37.8364	35.4118	33.0129	30.2188	26.9832	23.8595	20.4004	16.4622	13.809	11.4488	9.26175	7.26671	5.19118	3.76452	2.68662	1.68135	0.875909
726.5	24.539	26.3092	27.4873	29.0062	6.30705	8.41163	10.5561	12.8521	15.3196	18.1479	22.0891	25.7383	29.0716	31.901	35.0355	37.926	39.75	42.0658	44.8392	46.5426	47.9853	48.4112	49.8448	51.8147	52.9822	52.0743	51.0732	48.4912	48.453	46.6574	44.2163	42.1142	40.2881	37.8098	35.3733	32.4932	29.1158	25.8973	22.3232	18.2185	15.4318	12.9018	10.5327	8.40092	6.1913	4.64779	3.46364	2.38058	1.55258
727	24.8954	26.6792	27.8303	29.461	7.34247	9.54339	11.8304	14.2869	16.9019	19.867	23.9446	27.7182	31.1585	34.0411	37.293	40.2754	42.0454	44.3863	47.2591	48.9032	50.226	50.316	51.4994	53.288	53.7712	53.6221	53.006	50.3973	50.7551	49.0205	46.5376	44.4441	42.6657	40.1455	37.6838	34.7261	31.211	27.9058	24.2231	19.9531	17.0397	14.3441	11.7957	9.53415	7.19357	5.53769	4.2525	3.101	2.2558
727.5	25.2464	27.0485	28.1856	29.9417	8.36693	10.6615	13.0903	15.7056	18.4639	21.5604	25.771	29.6634	33.2035	36.1273	39.4892	42.5532	44.2419	46.5837	49.5361	51.0606	52.1197	49.9525	0.525301	1.40426	2.23877	1.34259	0.332198	50.6389	52.7264	51.1756	48.7001	46.6544	44.9553	42.4096	39.9383	36.913	33.2651	29.882	26.0974	21.6635	18.6299	15.7724	13.0469	10.6618	8.19338	6.4306	5.0516	3.83943	2.97878
728	25.5926	27.4167	28.5471	30.4347	9.37931	11.7643	14.3337	17.1061	20.0035	23.2263	27.5658	31.5712	35.2027	38.154	41.6159	44.7464	46.3159	48.6142	51.5519	1.69558	1.09296	2.36532	3.35842	4.08615	4.82275	4.0412	3.13781	2.27333	1.02887	1.686	50.5708	48.7039	47.1367	44.5897	42.1293	39.0488	35.2745	31.823	27.9436	23.3475	20.2004	17.1847	14.2839	11.7806	9.18729	7.32267	5.85538	4.58679	3.71168
728.5	25.9344	27.7826	28.9106	30.9321	10.379	12.8505	15.5592	18.487	21.5191	24.8627	29.3269	33.4385	37.1517	40.114	43.6617	46.833	48.1538	0.400643	1.2626	2.55633	3.70731	4.7639	5.67091	6.4018	7.06446	6.36889	5.50879	4.68855	3.64479	2.54808	1.31638	0.320902	49.1034	46.6646	44.2467	41.1277	37.235	33.7261	29.7598	25.0037	21.7498	18.5794	15.5049	12.8885	10.1728	8.21043	6.65845	5.33549	4.44683
729	26.2716	28.1454	29.2732	31.4291	11.3654	13.9198	16.7661	19.8471	23.0097	26.4684	31.0521	35.2622	39.0454	41.9958	45.5635	7.45938	1.21683	2.58299	3.75837	4.8809	5.96526	6.9997	7.93997	8.72693	9.35485	8.70753	7.83947	6.95145	5.93432	4.89217	3.80569	2.60494	1.21089	5.92363	46.2304	43.1393	39.1416	35.5883	31.544	26.6307	23.277	19.9554	16.7088	13.984	11.148	9.09125	7.45682	6.08044	5.17918
729.5	26.604	28.5042	29.6328	31.9226	12.3385	14.9716	17.9537	21.1858	24.4742	28.0419	32.7393	37.0376	40.8596	43.2397	0.746482	2.27589	3.64364	4.86843	6.01238	7.14243	8.2648	9.33754	10.3422	11.1949	11.8214	11.1889	10.2962	9.31588	8.2688	7.17415	6.05095	4.87705	3.63	2.28575	0.739833	44.5521	40.9706	37.4053	33.2943	28.2273	24.7811	21.312	17.8946	15.066	12.1118	9.96332	8.2479	6.81849	5.90562
730	26.9312	28.8581	29.9879	32.4106	13.298	16.0057	19.1216	22.5026	25.9118	29.5816	34.3821	38.7016	3.85424	1.56857	3.12823	4.53095	5.85617	7.11206	8.33183	9.5304	10.7223	11.8434	12.9154	13.8364	14.4834	13.8432	12.9198	11.8426	10.7556	9.57577	8.35739	7.11468	5.84345	4.5276	3.11761	1.55192	2.87559	39.1153	35.0047	29.7918	26.2612	22.6484	19.0619	16.134	13.0632	10.8255	9.03011	7.54784	6.62435
730.5	27.2528	29.2067	30.3375	32.8916	14.2439	17.0221	20.2697	23.7967	27.3209	31.0787	35.869	0.288253	2.10712	3.78285	5.2985	6.74115	8.12211	9.46697	10.7988	12.0819	13.3476	14.5091	15.644	16.6354	17.3167	16.6544	15.6981	14.5233	13.4055	12.1363	10.8079	9.46894	8.11908	6.72923	5.28837	3.76939	2.12044	0.28778	36.5669	31.3157	27.716	23.9642	20.2102	17.1874	14.0018	11.677	9.80252	8.26748	7.33437
731	27.5687	29.5494	30.6808	33.3648	15.1761	18.0204	21.3974	25.0669	28.6925	32.4249	0.315309	2.36832	4.21419	5.89992	7.49523	9.04262	10.5088	11.959	13.4129	14.7785	16.1116	17.2998	18.4921	19.5563	20.2808	19.5874	18.5979	17.3247	16.1918	14.8394	13.4012	11.963	10.5228	9.02579	7.49238	5.89838	4.22225	2.3723	0.307932	32.6903	29.1367	25.258	21.339	18.2259	14.9272	12.5174	10.5646	8.97686	8.03515
731.5	27.8785	29.8859	31.0172	33.8294	16.0944	19.0007	22.5039	26.3065	29.9562	31.1544	2.23824	4.38928	6.29154	8.06533	9.78515	11.4586	13.0119	14.5675	16.1436	17.5833	18.974	20.1746	21.4192	22.5591	23.3322	22.6024	21.5804	20.2071	19.0762	17.6493	16.1063	14.5746	13.0485	11.4377	9.79412	8.08216	6.29655	4.39223	2.24764	31.2856	30.4545	26.5231	22.4474	19.2491	15.8391	13.3465	11.3161	9.67572	8.72643
732	28.182	30.216	31.3462	34.2849	16.9989	19.9624	23.5858	27.4878	30.5986	1.43247	4.20358	6.40319	8.41643	10.3076	12.1667	13.9703	15.6023	17.2576	18.9533	20.4571	21.8957	23.0952	24.3884	25.6068	26.432	25.6627	24.6097	23.1337	22.0207	20.5277	18.8851	17.2679	15.6662	13.9451	12.1914	10.3497	8.42085	6.40972	4.2161	1.47082	31.1451	27.7321	23.5319	20.2565	16.7374	14.164	12.0568	10.3639	9.40808
732.5	28.4791	30.5392	31.6677	34.7306	17.8892	20.9039	24.6333	28.5385	29.5749	3.30338	6.10849	8.44911	10.6025	12.6149	14.6156	16.5474	18.2463	19.9945	21.8072	23.3661	24.8439	26.0301	27.3687	28.6684	29.5476	28.7378	27.6557	26.0736	24.9933	23.4409	21.7029	20.0079	18.3417	16.5168	14.6597	12.6893	10.6081	8.4627	6.13099	3.34277	30.2029	28.815	24.5828	21.2467	17.6218	14.97	12.7868	11.0414	10.0801
733	28.7697	30.8556	31.9812	35.166	18.7649	21.8231	25.6397	29.4809	29.1176	5.18748	8.06059	10.5345	12.8323	14.9633	17.1043	19.1604	20.9142	22.7492	24.6772	26.2834	27.7929	28.9543	30.3355	31.7191	32.6532	31.803	30.6943	29.0023	27.9687	26.3625	24.5319	22.7656	21.0452	19.1233	17.1712	15.0766	12.8404	10.5582	8.09727	5.22982	29.8102	29.7947	25.594	22.2175	18.4918	15.7642	13.5058	11.7083	10.7424
733.5	29.0537	31.1649	32.2865	35.5902	19.6255	22.7194	26.6111	30.3996	29.6816	7.07244	10.0496	12.6537	15.0883	17.3298	19.6085	21.7852	23.5827	25.4993	27.5419	29.1884	30.7227	31.8477	33.2686	34.7384	35.7274	34.8381	33.7063	31.9	30.9273	29.272	27.3505	25.5186	23.7534	21.7404	19.7015	17.4884	15.0999	12.6901	10.1045	7.11976	30.4361	30.7533	26.5713	23.1684	19.347	16.5466	14.214	12.3645	11.395
734	29.3309	31.4669	32.5833	36.0028	20.4709	23.594	27.5584	31.3435	30.606	8.95012	12.0518	14.7883	17.3534	19.6963	22.1096	24.4035	26.2344	28.2278	30.3852	32.0655	33.6176	34.6938	36.1507	37.7088	38.7513	37.8257	36.6751	34.7504	33.8535	32.1537	30.1428	28.2501	26.4489	24.35	22.2318	19.9063	17.3692	14.8397	12.1288	9.00432	31.4221	31.7378	27.5255	24.1004	20.1873	17.317	14.9113	13.01	12.0381
734.5	29.6014	31.7616	32.8714	36.4038	21.3015	24.4492	28.4895	32.3158	31.6755	10.8133	14.0502	16.9211	19.6129	22.0489	24.5942	27.0022	28.8561	30.9218	33.1944	34.9017	36.4638	37.4771	38.965	40.6125	41.7063	40.7485	39.5853	37.5381	36.7341	34.9948	32.8956	30.9475	29.1188	26.939	24.7488	22.3163	19.6334	16.9898	14.1531	10.8762	32.5526	32.7508	28.4641	25.0154	21.0129	18.0755	15.5977	13.6451	12.6716
735	29.8652	32.049	33.1509	36.7935	22.1176	25.2865	29.4076	33.3053	32.8082	12.6565	16.0339	19.0402	21.8554	24.3774	27.0522	29.5715	31.4377	33.5708	35.9589	37.6854	39.2482	40.1814	41.693	43.43	44.5707	43.5871	42.42	40.2469	39.5562	37.7837	35.5981	33.6001	31.7532	29.4975	27.2424	24.7082	21.8813	19.1281	16.1663	12.7296	33.7462	33.781	29.3901	25.9148	21.8243	18.822	16.2733	14.2696	13.2957
735.5	30.1222	32.329	33.4219	37.1724	22.9197	26.107	30.3131	34.3005	33.9655	14.4756	17.996	21.1373	24.0732	26.6742	29.4762	32.1033	33.9702	36.165	38.6684	40.4048	41.9563	42.7871	44.3109	46.1351	47.3151	46.3162	45.1581	42.8571	42.3057	40.5082	38.2394	36.1987	34.3439	32.0178	29.7054	27.0744	24.105	21.2467	18.1615	14.5605	34.9652	34.8173	30.3037	26.7994	22.6217	19.5568	16.9381	14.8837	13.9102
736	30.3724	32.6017	33.6846	37.541	23.708	26.9112	31.2049	35.2925	35.1268	16.268	19.9318	23.2071	26.2603	28.9331	31.8597	34.5909	36.4453	38.6945	41.3118	43.0458	44.5697	45.267	46.7835	48.6875	49.8922	48.8965	47.769	45.3416	44.9648	43.1544	40.8075	38.7334	36.883	34.493	32.1316	29.4092	26.2986	23.3399	20.134	16.3663	36.1892	35.8507	31.2038	27.6695	23.4054	20.2799	17.5922	15.4874	14.5154
736.5	30.616	32.8672	33.9393	37.8996	24.4828	27.6991	32.0814	36.2747	36.2799	18.0319	21.8385	25.2455	28.4123	31.1492	34.197	37.0275	38.854	41.1479	43.8756	45.5902	47.0616	47.5773	49.0482	51.0103	52.205	51.2535	50.1999	47.6561	47.5078	45.7035	43.2877	41.1933	39.3624	36.9166	34.5156	31.7077	28.4578	25.4039	22.081	18.1452	37.4066	36.8749	32.0888	28.5251	24.1756	20.9914	18.2356	16.0808	15.1113
737	30.8529	33.1256	34.1861	38.2484	25.244	28.4704	32.9411	37.2419	37.4168	19.7658	23.7138	27.2495	30.5253	33.3175	36.4824	39.4058	41.1854	43.5103	46.3412	48.0104	49.3875	49.6312	50.9549	52.8848	53.9123	53.1787	52.331	49.7126	49.8916	48.1272	45.6596	43.5641	41.7724	39.2813	36.852	33.9656	30.5788	27.4359	24.0003	19.8956	38.6097	37.8852	32.9574	29.3659	24.9322	21.6914	18.8685	16.6641	15.698
737.5	31.0834	33.377	34.4252	38.5876	25.9916	29.2249	33.7826	38.1904	38.5318	21.4685	25.5557	29.2166	32.5959	35.4332	38.7094	41.7168	43.4254	45.761	48.6803	50.2587	51.452	51.1494	50.8475	0.260713	1.00281	0.235229	53.3738	51.2271	52.0245	50.3756	47.8912	45.8261	44.1009	41.5786	39.1349	36.1785	32.6583	29.4333	25.89	21.6165	39.7931	38.8777	33.808	30.1915	25.6753	22.3799	19.4909	17.2373	16.2754
738	31.3075	33.6215	34.6568	38.9172	26.7256	29.962	34.6045	39.1171	39.6205	23.1389	27.3626	31.144	34.6202	37.4908	40.8701	43.9492	45.5541	47.8667	50.8386	52.1521	0.278428	1.25419	2.35349	3.12313	3.89458	3.0732	2.11962	1.16076	0.378488	52.2642	49.921	47.9479	46.3306	43.7976	41.3573	38.3416	34.6925	31.3936	27.7486	23.3067	40.9526	39.8497	34.6394	31.0016	26.4048	23.0569	20.1028	17.8004	16.8437
738.5	31.5253	33.8592	34.8809	39.2371	27.4459	30.6816	35.4057	40.0192	40.6794	24.7759	29.1327	33.0292	36.5942	39.4836	42.9547	46.0867	47.5332	49.604	0.242597	1.52748	2.77152	3.87811	4.79604	5.51423	6.20141	5.47642	4.60913	3.79451	2.70385	1.5196	0.273007	49.6953	48.4287	45.9227	43.5104	40.4494	36.6777	33.3144	29.5744	24.9653	42.0851	40.7985	35.4505	31.7957	27.1207	23.7225	20.7043	18.3536	17.403
739	31.7369	34.0902	35.0976	39.5472	28.1522	31.383	36.1851	40.8944	41.7052	26.3782	30.8641	34.869	38.513	41.4031	44.9437	47.9799	0.246264	1.59296	2.84747	4.00492	5.09608	6.12727	7.0481	7.81116	8.44793	7.78645	6.92452	6.06799	5.05125	4.00719	2.89679	1.62015	0.24227	47.8008	45.5764	42.4943	38.6093	35.1928	31.3656	26.591	43.1873	41.7221	36.2402	32.5735	27.8227	24.3767	21.2956	18.8969	17.9533
739.5	31.9423	34.3145	35.3069	39.8476	28.8445	32.0661	36.9416	41.7407	42.6949	27.9446	32.5546	36.66	40.3677	43.185	4.56966	1.29927	2.75056	3.99958	5.13757	6.25407	7.35573	8.41084	9.38931	10.2161	10.8399	10.2049	9.3229	8.37939	7.34671	6.27864	5.18018	4.01266	2.73885	1.31304	4.60556	44.4176	40.4787	37.0256	33.1205	28.1826	44.2564	42.6183	37.0076	33.3345	28.5109	25.0194	21.8765	19.4305	18.4946
740	32.1418	34.5322	35.5089	40.1381	29.5226	32.7303	37.6742	42.5558	43.6453	29.4734	34.2011	38.3842	41.8212	0.630268	2.24232	3.66812	4.99462	6.2295	7.41426	8.58334	9.74708	10.8498	11.8961	12.7903	13.4272	12.7922	11.8811	10.8417	9.76964	8.62409	7.44527	6.2337	4.98056	3.66962	2.23308	0.614182	41.9463	38.7956	34.836	29.7388	45.2895	43.4851	37.7517	34.0785	29.1851	25.6507	22.4472	19.9543	19.0271
740.5	32.3353	34.7435	35.7038	40.4186	30.1863	33.3754	38.382	43.3376	44.5525	30.9604	35.7652	38.7807	1.235	2.94629	4.45162	5.86887	7.22464	8.53344	9.82092	11.0715	12.3093	13.4567	14.5679	15.5317	16.1983	15.546	14.6026	13.4657	12.358	11.1228	9.83686	8.53527	7.21694	5.8598	4.44015	2.92904	1.24758	39.2341	36.4757	31.2552	46.2829	44.3205	38.4717	34.8049	29.8451	26.2704	23.0076	20.4685	19.5507
741	32.5229	34.9483	35.8914	40.6892	30.8356	34.001	39.0639	44.0824	45.399	32.3518	35.2514	1.57432	3.40991	5.06622	6.62186	8.12702	9.56179	10.9727	12.3803	13.7155	15.0239	16.2037	17.3744	18.41	19.1168	18.4364	17.4597	16.2248	15.0956	13.7741	12.3773	10.9758	9.56848	8.11201	6.61545	5.05844	3.41787	1.57449	36.0319	32.6795	47.2198	45.1209	39.1665	35.5134	30.4909	26.8787	23.5579	20.9731	20.0657
741.5	32.7048	35.1467	36.072	40.9496	31.4702	34.6066	39.7172	44.7704	46.016	32.4451	1.57662	3.6359	5.47402	7.20142	8.8713	10.498	12.0216	13.5393	15.0699	16.4829	17.8529	19.0506	20.2755	21.3856	22.1393	21.4241	20.4146	19.0804	17.9465	16.547	15.0432	13.5452	12.0489	10.4789	8.87511	7.20956	5.47826	3.63498	1.57635	32.7839	47.9364	45.8673	39.8336	36.2034	31.1223	27.4755	24.098	21.4681	20.5719
742	32.8811	35.3388	36.2455	41.2	32.0898	35.1905	40.3293	45.2842	0.508502	1.10318	3.54673	5.62665	7.5695	9.41049	11.2174	12.9747	14.5814	16.2017	17.8531	19.3342	20.7558	21.9575	23.2323	24.4199	25.2245	24.4708	23.4296	21.9938	20.8718	19.403	17.7975	16.2108	14.6343	12.9514	11.2354	9.44122	7.57233	5.62799	3.54934	1.12143	0.314401	46.4444	40.4608	36.8734	31.7391	28.0607	24.6281	21.9538	21.0695
742.5	33.0517	35.5248	36.412	41.4399	32.6931	35.7354	40.4254	0.499078	1.55989	2.85647	5.41039	7.64403	9.7271	11.6919	13.6416	15.5291	17.2078	18.9239	20.6934	22.233	23.6971	24.8902	26.2115	27.4793	28.3374	27.5434	26.4723	24.9318	23.8368	22.3062	20.6037	18.9361	17.2906	15.5009	13.6777	11.7522	9.73056	7.65106	5.41954	2.86877	1.56723	0.525501	40.5021	37.5057	32.34	28.6342	25.148	22.43	21.5585
743	33.2168	35.7045	36.571	41.6638	33.2476	35.2699	0.787026	1.88962	3.04429	4.53815	7.25717	9.68598	11.933	14.0239	16.1164	18.1305	19.8691	21.6744	23.5598	25.1497	26.6484	27.8211	29.1861	30.5368	31.4496	30.615	29.5163	27.8673	26.8137	25.2272	23.4311	21.6897	19.9859	18.0962	16.174	14.1204	11.9383	9.70083	7.27452	4.54363	3.0418	1.90652	0.822143	37.0005	32.8934	29.1937	25.6577	22.897	22.0389
743.5	33.3764	35.8772	36.7158	41.8025	33.113	0.782857	2.03267	3.21309	4.5342	6.23582	9.13025	11.7529	14.167	16.3811	18.6154	20.7523	22.5394	24.4283	26.4286	28.0616	29.5877	30.7285	32.1345	33.5706	34.5382	33.664	32.5407	30.7791	29.7808	28.1433	26.2558	24.4466	22.6942	20.7109	18.6978	16.5204	14.1749	11.7777	9.15985	6.23889	4.53113	3.22734	2.06265	0.812285	32.7092	29.711	26.1547	23.3544	22.5109
744	33.5296	36.0377	36.8089	41.4262	0.417529	1.92376	3.23669	4.56489	6.06904	7.96828	11.0344	13.838	16.4124	18.7429	21.1173	23.3742	25.199	27.1667	29.2818	30.9511	32.4978	33.5948	35.0383	36.5619	37.5838	36.672	35.5281	33.6497	32.7212	31.0374	29.0598	27.188	25.3961	23.3244	21.2276	18.9312	16.4235	13.8754	11.0816	7.9739	6.0724	4.57996	3.26292	1.95558	0.410862	30.0472	26.6254	23.8004	22.9741
744.5	33.6725	36.1597	36.3993	0.425443	1.42345	3.02101	4.46813	5.96045	7.64613	9.72951	12.9599	15.9307	18.6557	21.0942	23.6067	25.9808	27.8333	29.8753	32.1055	33.8045	35.3644	36.4043	37.881	39.4937	40.5679	39.622	38.4629	36.4635	35.621	33.8957	31.8293	29.8998	28.0768	25.9216	23.7481	21.3374	18.6709	15.9835	13.0298	9.74139	7.66084	5.97985	4.49473	3.06369	1.42763	29.4042	27.0253	24.2295	23.4274
745	33.7728	35.785	0.440963	1.31109	2.39277	4.10794	5.71917	7.38883	9.2513	11.5065	14.8939	18.0204	20.8866	23.4239	26.0722	28.561	30.4309	32.5427	34.8885	36.6099	38.1744	39.1413	40.6449	42.3473	43.4703	42.4959	41.329	39.205	38.4673	36.7062	34.5525	32.5707	30.7255	28.4915	26.2479	23.7283	20.9065	18.0911	14.9912	11.5274	9.28145	7.41596	5.75125	4.18382	2.46938	28.5794	27.3344	24.6334	23.8684
745.5	33.4479	0.377243	1.24292	2.16553	3.36525	5.20451	6.98445	8.83457	10.8688	13.2864	16.825	20.098	23.0972	25.7242	28.5056	31.1062	32.9827	35.159	37.6204	39.3557	40.914	41.7879	43.3088	45.0997	46.2656	45.2711	44.1075	41.8562	41.2468	39.4571	37.2187	35.191	33.3333	31.0254	28.7191	26.0959	23.1226	20.1893	16.9537	13.3186	10.9183	8.87367	7.02998	5.33165	3.51998	28.415	27.6192	25.0144	24.295
746	0.370454	1.12261	2.01622	3.03046	4.35314	6.31371	8.25799	10.2859	12.4863	15.0586	18.744	22.1566	25.2814	27.989	30.9005	33.6094	35.4799	37.7144	40.2907	42.0289	43.5666	44.3206	45.8432	47.7177	48.9152	47.9153	46.7724	44.3934	43.9434	42.1355	39.8166	37.7512	35.8922	33.5165	31.1553	28.4343	25.313	22.2706	18.9081	15.1042	12.559	10.3409	8.32092	6.49432	4.57165	28.612	27.9292	25.3822	24.7082
746.5	1.04142	1.83303	2.79159	3.9089	5.35491	7.43093	9.53334	11.7344	14.095	16.8158	20.6442	24.1907	27.4342	30.2131	33.2511	36.0637	37.914	40.1981	42.8869	44.6132	46.1096	46.7036	48.1991	50.1431	51.3484	50.372	49.2819	46.7808	46.5352	44.7248	42.3326	40.2409	38.3943	35.958	33.5511	30.7387	27.4728	24.3296	20.8474	16.8767	14.1945	11.8079	9.6132	7.65999	5.61897	28.9718	28.2733	25.7447	25.1106
747	1.72446	2.54329	3.57248	4.79714	6.36433	8.54951	10.8046	13.1742	15.6894	18.5526	22.5207	26.1958	29.5517	32.392	35.5518	38.4622	40.2749	42.5969	45.3928	47.0856	48.507	48.8726	50.2752	52.2409	53.3786	52.5113	51.5527	48.9533	48.9877	47.2012	44.7489	42.6472	40.8306	38.3431	35.9012	33.0047	29.5981	26.3621	22.7669	18.6308	15.8188	13.2675	10.8987	8.82104	6.65819	29.41	28.6434	26.106	25.5052
747.5	2.43127	3.2735	4.36262	5.69065	7.37531	9.6635	12.0668	14.6011	17.2655	20.2657	24.3701	28.1687	31.6301	34.5209	37.7965	40.7968	42.5498	44.8925	47.7846	49.408	50.6906	50.667	51.7023	53.1706	1.44741	53.5755	53.3196	50.7477	51.2349	49.5255	47.039	44.9528	43.1901	40.6639	38.2002	35.2283	31.6851	28.3647	24.6629	20.3628	17.4275	14.7148	12.1724	9.97283	7.68681	29.8873	29.0303	26.467	25.8939
748	3.15414	4.01933	5.15955	6.58561	8.38335	10.7686	13.3166	16.0122	18.8208	21.9525	26.1897	30.1061	33.6655	36.5947	39.9783	43.0571	44.7216	47.0576	50.022	51.5019	52.3712	0.227278	1.22005	2.07196	2.88064	2.01506	0.980715	0.244505	53.0219	51.6152	49.1574	47.1319	45.4578	42.9106	40.4416	37.4048	33.7304	30.3345	26.5329	22.0702	19.018	16.1467	13.431	11.1127	8.70328	30.3838	29.4264	26.8271	26.2778
748.5	3.88385	4.77237	5.95806	7.47829	9.38522	11.8618	14.5515	17.4055	20.3536	23.6112	27.977	32.0053	35.6542	38.6074	42.0883	45.2293	46.7631	49.0335	51.6781	0.419243	1.74597	2.94394	3.89867	4.61666	5.33389	4.57429	3.68893	2.85431	1.67913	0.416667	50.6097	49.1287	47.6108	45.07	42.6175	39.529	35.7301	32.2686	28.3746	23.7511	20.5881	17.5611	14.6726	12.2389	9.70665	30.8884	29.8264	27.1853	26.6573
749	4.61337	5.52575	6.75332	8.36553	10.3786	12.9412	15.77	18.7796	21.8623	25.2401	29.73	33.8633	37.5916	40.5516	44.1138	47.2799	48.1893	0.529304	1.87516	3.1032	4.22284	5.26411	6.17272	6.91403	7.5653	6.88407	6.02488	5.19432	4.16579	3.0978	1.92701	0.557017	49.1678	47.1088	44.7167	41.5947	37.68	34.1643	30.1859	25.4038	22.1366	18.9569	15.8961	13.3507	10.6964	31.3946	30.2265	27.5405	27.0322
